index,y_pred
1739,0.23465463605256293
1740,0.253975795072872
1741,0.22764839176446258
1742,0.22764839176446258
1743,0.25174866999753037
1744,0.25382534074454405
1745,0.3039578984329938
1746,0.13417634619862365
1747,0.8946484497870354
1748,0.1869457343904832
1749,0.2780194568402862
1750,0.21244201738464863
1751,0.10606904857787137
1752,0.19351973628061178
1753,0.5017884690722834
1754,0.848819122528978
1755,0.2951774096720882
1756,0.23113213941540567
1757,0.30672437418299076
1758,0.19220364372765997
1759,0.2867671900198468
1760,0.9209310027873794
1761,0.2692662581125879
1762,0.31387546659012344
1763,0.2322336800922505
1764,0.2261590334165121
1765,0.5838821005464867
1766,0.20585235628084905
1767,0.24609684506670806
1768,0.22720206144357025
1769,0.21794739857246895
1770,0.304310591363835
1771,0.9314121664983074
1772,0.2516070783061776
1773,0.22122467168016058
1774,0.12600653087498961
1775,0.5637872342170615
1776,0.21980680898317545
1777,0.2873681293000316
1778,0.18761461230009402
1779,0.8015608763448511
1780,0.21267501298028535
1781,0.23238390624691352
1782,0.27215240737844254
1783,0.27382624600811345
1784,0.270882553898293
1785,0.3341477261111225
1786,0.22157284843171035
1787,0.2710126733520754
1788,0.33382899565269414
1789,0.23366179988471955
1790,0.21506656604926122
1791,0.21235860286414707
1792,0.9209310027873794
1793,0.9209310027873794
1794,0.9003746922545048
1795,0.20298132394596546
1796,0.22989510999524285
1797,0.23517380991790762
1798,0.8631968083071672
1799,0.9400082430213481
1800,0.253385590488977
1801,0.21980680898317545
1802,0.14554132714844606
1803,0.8617816869130621
1804,0.21106558914233545
1805,0.21980680898317545
1806,0.20585235628084905
1807,0.222114938507202
1808,0.2389498251080056
1809,0.1168990808391188
1810,0.1703148973953283
1811,0.2609640438269587
1812,0.35526133464415827
1813,0.8730845051909603
1814,0.23345131390809348
1815,0.31973664393140494
1816,0.2983544159989446
1817,0.23377732117880537
1818,0.21001479832645653
1819,0.9147185319170115
1820,0.2133822477035393
1821,0.8051333807977749
1822,0.24231134667106585
1823,0.7480725417152556
1824,0.18027458579611644
1825,0.2523156943503677
1826,0.26347042994050746
1827,0.23679327780628728
1828,0.12972449678330297
1829,0.8660525192676513
1830,0.8312505849687797
1831,0.07995596913598463
1832,0.21794739857246895
1833,0.2164530403592962
1834,0.1964371813519391
1835,0.08053691920499112
1836,0.26410717704802256
1837,0.3531497561570326
1838,0.3024773316675363
1839,0.2405148209215878
1840,0.2596595644282294
1841,0.2405148209215878
1842,0.2873681293000316
1843,0.21588270115835606
1844,0.14477364716916774
1845,0.10606904857787137
1846,0.22533721396427364
1847,0.21840733158596096
1848,0.10357810570423666
1849,0.26223384626483465
1850,0.10606904857787137
1851,0.2531228439886739
1852,0.24243903368077888
1853,0.2653045617544629
1854,0.3624056349437945
1855,0.7456680033874845
1856,0.22233519755005116
1857,0.20366890577187924
1858,0.24706933819148624
1859,0.27039617614762923
1860,0.24662847179435285
1861,0.30700560428534013
1862,0.21481005746316473
1863,0.2710126733520754
1864,0.15880881049252926
1865,0.9080305933570876
1866,0.12974885442236317
1867,0.24231134667106585
1868,0.9282096807252969
1869,0.8499217139443646
1870,0.8631968083071672
1871,0.9180123846349502
1872,0.27233635345799834
1873,0.27269555825126424
1874,0.2355622320321441
1875,0.9335825165888701
1876,0.9231081173950589
1877,0.22590411637572444
1878,0.21596611567885762
1879,0.2003988654722061
1880,0.2211666670640315
1881,0.26086518239815903
1882,0.8179296382137309
1883,0.19288081257900266
1884,0.20134022041751107
1885,0.29909893980196733
1886,0.15292251531986845
1887,0.2184994831376774
1888,0.21364122515289705
1889,0.30046603562504237
1890,0.19575876552784954
1891,0.2553291041762809
1892,0.21244201738464863
1893,0.26288613593580584
1894,0.2278939915611842
1895,0.21001939391004282
1896,0.8807483394673007
1897,0.3653356034958084
1898,0.19893042059357874
1899,0.2361735852286602
1900,0.21986001142044703
1901,0.20085037167805617
1902,0.22370093415946568
1903,0.24204951853633347
1904,0.23777485219409591
1905,0.19893042059357874
1906,0.8928143412699419
1907,0.1907403909807196
1908,0.21690634599774833
1909,0.08250966031735338
1910,0.26250093521496287
1911,0.6318739873867816
1912,0.2765906654959055
1913,0.2596965027656668
1914,0.2724355723765734
1915,0.2133822477035393
1916,0.2183192509597005
1917,0.23722424524265776
1918,0.8627071630178699
1919,0.11753309118647948
1920,0.2219751392345498
1921,0.06768191840301743
1922,0.2765906654959055
1923,0.22190018684944743
1924,0.3045945652644976
1925,0.2179149393829205
1926,0.9282096807252969
1927,0.27021081194674446
1928,0.9037068551658183
1929,0.20165318791568662
1930,0.23841927220153064
1931,0.3035351658948335
1932,0.2700946617246056
1933,0.18860627446648062
1934,0.7049860335173642
1935,0.5060711900561838
1936,0.8783415263211836
1937,0.4065333497834295
1938,0.8462060414908241
1939,0.2287421973679209
1940,0.9369448467640794
1941,0.23817621224493177
1942,0.21330877726803593
1943,0.2308091795566633
1944,0.9231081173950589
1945,0.25555153851239515
1946,0.4596483090117374
1947,0.2288447080203248
1948,0.6237065738678264
1949,0.567582018329303
1950,0.35067689781962647
1951,0.22365623198354107
1952,0.8341207414786339
1953,0.606711388901652
1954,0.28079397755440166
1955,0.29154673927240793
1956,0.25613856387084893
1957,0.275552495117651
1958,0.2866391504612134
1959,0.2531228439886739
1960,0.11753309118647948
1961,0.21001939391004282
1962,0.30672437418299076
1963,0.2638620573980165
1964,0.2000162395203594
1965,0.25404725379918536
1966,0.3051364983132567
1967,0.3005614615306756
1968,0.12087895722736627
1969,0.2553457708951276
1970,0.2253636107843816
1971,0.2187193454959838
1972,0.22338364793786541
1973,0.8835159539709807
1974,0.23941078052962295
1975,0.8849433108360519
1976,0.27732661439614287
1977,0.9284770010125247
1978,0.2653045617544629
1979,0.2249870494802501
1980,0.21041282111806583
1981,0.21697882627047915
1982,0.8908819673360484
1983,0.7464114064052383
1984,0.2417423340142902
1985,0.5891249574365289
1986,0.2765906654959055
